"REF_DATE","GEO","DGUID","Farm products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-08","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","159.73","","","","2"
"2017-09","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","210.39","","","","2"
"2017-10","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","204.22","","","","2"
"2017-11","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","199.84","","","","2"
"2017-12","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","198.43","","","","2"
"2018-01","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","207.57","","","","2"
"2018-02","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","203.84","","","","2"
"2018-03","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","201.73","","","","2"
"2018-04","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","206.90","","","","2"
"2018-05","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","204.34","","","","2"
"2018-06","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","207.25","","","","2"
"2018-07","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","209.38","","","","2"
"2018-08","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","211.17","","","","2"
"2018-09","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","212.20","","","","2"
"2018-10","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","215.34","","","","2"
"2018-11","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","220.13","","","","2"
"2018-12","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","214.91","","","","2"
"2019-01","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","223.14","","","","2"
"2019-02","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","224.79","","","","2"
"2019-03","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","225.22","","","","2"
"2019-04","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","238.62","","","","2"
"2019-05","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","243.25","","","","2"
"2019-06","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","236.84","","","","2"
"2019-07","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","236.15","","","","2"
"2019-08","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","215.64","","","","2"
"2019-09","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","203.65","","","","2"
"2019-10","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","198.81","","","","2"
"2019-11","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","195.17","","","","2"
"2019-12","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","199.49","","","","2"
"2020-01","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","186.64","","","","2"
"2020-02","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","197.34","","","","2"
"2020-03","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","192.11","","","","2"
"2020-04","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","201.66","","","","2"
"2020-05","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","207.12","","","","2"
"2020-06","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","197.52","","","","2"
"2020-07","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","203.05","","","","2"
"2020-08","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","206.67","","","","2"
"2020-09","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","209.47","","","","2"
"2020-10","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","209.91","","","","2"
"2020-11","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","210.63","","","","2"
"2020-12","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","220.53","","","","2"
"2021-01","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","229.58","","","","2"
"2021-02","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","237.11","","","","2"
"2021-03","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","247.06","","","","2"
"2021-04","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","252.58","","","","2"
"2021-05","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","258.93","","","","2"
"2021-06","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","265.68","","","","2"
"2021-07","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","273.66","","","","2"
"2021-08","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","246.34","","","","2"
"2021-09","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","257.04","","","","2"
"2021-10","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","271.91","","","","2"
"2021-11","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","285.01","","","","2"
"2021-12","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","301.68","","","","2"
"2022-01","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","324.40","","","","2"
"2022-02","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","345.73","","","","2"
"2022-03","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","387.62","","","","2"
"2022-04","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","400.77","","","","2"
"2022-05","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","414.61","","","","2"
"2022-06","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","404.69","","","","2"
"2022-07","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","388.48","","","","2"
"2022-08","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","338.84","","","","2"
"2022-09","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","332.45","","","","2"
"2022-10","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","358.19","","","","2"
"2022-11","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","375.17","","","","2"
"2022-12","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","380.81","","","","2"
"2023-01","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","376.01","","","","2"
"2023-02","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","380.47","","","","2"
"2023-03","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","377.99","","","","2"
"2023-04","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","379.45","","","","2"
"2023-05","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","375.66","","","","2"
"2023-06","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","367.90","","","","2"
"2023-07","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","358.58","","","","2"
"2023-08","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","329.69","","","","2"
"2023-09","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","307.67","","","","2"
"2023-10","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","316.00","","","","2"
"2023-11","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","305.97","","","","2"
"2023-12","Saskatchewan","2016A000247","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212212","8.14","296.16","","","","2"
"2001-01","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","222.59","","","","2"
"2001-02","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","222.58","","","","2"
"2001-03","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","235.52","","","","2"
"2001-04","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","234.87","","","","2"
"2001-05","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","254.89","","","","2"
"2001-06","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","255.82","","","","2"
"2001-07","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","281.79","","","","2"
"2001-08","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","290.75","","","","2"
"2001-09","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","292.74","","","","2"
"2001-10","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","288.87","","","","2"
"2001-11","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","301.01","","","","2"
"2001-12","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","302.50","","","","2"
"2002-01","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","306.89","","","","2"
"2002-02","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","309.94","","","","2"
"2002-03","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","309.34","","","","2"
"2002-04","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","301.67","","","","2"
"2002-05","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","311.64","","","","2"
"2002-06","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","321.74","","","","2"
"2002-07","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","336.71","","","","2"
"2002-08","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","357.90","","","","2"
"2002-09","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","371.09","","","","2"
"2002-10","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","378.10","","","","2"
"2002-11","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","408.31","","","","2"
"2002-12","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","400.93","","","","2"
"2003-01","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","383.05","","","","2"
"2003-02","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","402.14","","","","2"
"2003-03","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","380.25","","","","2"
"2003-04","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","361.63","","","","2"
"2003-05","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","329.24","","","","2"
"2003-06","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","322.33","","","","2"
"2003-07","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","284.72","","","","2"
"2003-08","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","296.65","","","","2"
"2003-09","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","317.35","","","","2"
"2003-10","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","319.30","","","","2"
"2003-11","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","323.99","","","","2"
"2003-12","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","319.98","","","","2"
"2004-01","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","315.98","","","","2"
"2004-02","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","326.20","","","","2"
"2004-03","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","346.56","","","","2"
"2004-04","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","377.00","","","","2"
"2004-05","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","387.77","","","","2"
"2004-06","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","410.47","","","","2"
"2004-07","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","414.51","","","","2"
"2004-08","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","375.90","","","","2"
"2004-09","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","406.76","","","","2"
"2004-10","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","383.84","","","","2"
"2004-11","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","396.54","","","","2"
"2004-12","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","392.72","","","","2"
"2005-01","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","473.05","","","","2"
"2005-02","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","503.76","","","","2"
"2005-03","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","529.66","","","","2"
"2005-04","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","562.22","","","","2"
"2005-05","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","569.94","","","","2"
"2005-06","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","499.81","","","","2"
"2005-07","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","406.84","","","","2"
"2005-08","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","309.39","","","","2"
"2005-09","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","292.68","","","","2"
"2005-10","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","286.69","","","","2"
"2005-11","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","275.36","","","","2"
"2005-12","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","259.30","","","","2"
"2006-01","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","243.79","","","","2"
"2006-02","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","235.80","","","","2"
"2006-03","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","233.69","","","","2"
"2006-04","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","235.82","","","","2"
"2006-05","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","239.12","","","","2"
"2006-06","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","236.12","","","","2"
"2006-07","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","220.50","","","","2"
"2006-08","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","222.86","","","","2"
"2006-09","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","222.66","","","","2"
"2006-10","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","232.17","","","","2"
"2006-11","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","234.25","","","","2"
"2006-12","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","246.16","","","","2"
"2007-01","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","247.01","","","","2"
"2007-02","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","272.24","","","","2"
"2007-03","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","286.57","","","","2"
"2007-04","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","285.68","","","","2"
"2007-05","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","282.54","","","","2"
"2007-06","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","296.88","","","","2"
"2007-07","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","310.44","","","","2"
"2007-08","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","318.22","","","","2"
"2007-09","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","360.62","","","","2"
"2007-10","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","437.53","","","","2"
"2007-11","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","473.19","","","","2"
"2007-12","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","485.71","","","","2"
"2008-01","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","520.69","","","","2"
"2008-02","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","621.36","","","","2"
"2008-03","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","683.22","","","","2"
"2008-04","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","657.68","","","","2"
"2008-05","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","666.01","","","","2"
"2008-06","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","709.94","","","","2"
"2008-07","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","758.23","","","","2"
"2008-08","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","714.79","","","","2"
"2008-09","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","620.00","","","","2"
"2008-10","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","560.78","","","","2"
"2008-11","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","510.41","","","","2"
"2008-12","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","480.24","","","","2"
"2009-01","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","467.49","","","","2"
"2009-02","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","466.90","","","","2"
"2009-03","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","460.97","","","","2"
"2009-04","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","438.74","","","","2"
"2009-05","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","443.76","","","","2"
"2009-06","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","460.52","","","","2"
"2009-07","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","430.11","","","","2"
"2009-08","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","407.71","","","","2"
"2009-09","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","393.67","","","","2"
"2009-10","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","369.43","","","","2"
"2009-11","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","356.02","","","","2"
"2009-12","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","353.82","","","","2"
"2010-01","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","353.20","","","","2"
"2010-02","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","346.10","","","","2"
"2010-03","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","334.98","","","","2"
"2010-04","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","333.86","","","","2"
"2010-05","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","330.83","","","","2"
"2010-06","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","349.03","","","","2"
"2010-07","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","432.92","","","","2"
"2010-08","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","476.04","","","","2"
"2010-09","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","488.82","","","","2"
"2010-10","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","526.39","","","","2"
"2010-11","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","566.70","","","","2"
"2010-12","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","581.83","","","","2"
"2011-01","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","580.67","","","","2"
"2011-02","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","598.49","","","","2"
"2011-03","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","568.31","","","","2"
"2011-04","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","560.85","","","","2"
"2011-05","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","549.36","","","","2"
"2011-06","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","566.61","","","","2"
"2011-07","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","556.22","","","","2"
"2011-08","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","531.97","","","","2"
"2011-09","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","531.66","","","","2"
"2011-10","Saskatchewan","2016A000247","Flaxseed [115122111]","Dollars per metric tonne","117","units","0","v31212213","8.17","547.05","","","","2"
