,Date_ID,Month,NumberOfDaysInMonth,Quarter,Year,LeapYear,Minimum Temperature,Maximum Temperature,Barley,Canola,Durum,Flaxseed,Oats,Rye,Wheat,Avena sativa,Brassica napus,Hordeum,Linum usitatissimum,Secale,Triticum,Brassicaceae,Grass,Linaceae,Mean_Temp_Binned_Encoded,Min_Temp_Binned_Encoded,Max_Temp_Binned_Encoded,Mean_Diff_from_Normal_Binned_Encoded,Snowfall_Binned_Encoded,Percent_of_Normal_Snowfall_Binned_Encoded,Total_Precip_Binned_Encoded,Percent_of_Normal_Precip_Binned_Encoded,Snow_on_Ground_Binned_Encoded,Days_with_Precip_Binned_Encoded,Heating_Degree_Days_Binned_Encoded,Cooling_Degree_Days_Binned_Encoded,Mean_Temp_Rolling_Average_Binned_Encoded,Min_Temp_Rolling_Average_Binned_Encoded,Max_Temp_Rolling_Average_Binned_Encoded,Mean_Diff_from_Normal_Rolling_Average_Binned_Encoded,Snowfall_Rolling_Average_Binned_Encoded,Percent_of_Normal_Snowfall_Rolling_Average_Binned_Encoded,Total_Precip_Rolling_Average_Binned_Encoded,Percent_of_Normal_Precip_Rolling_Average_Binned_Encoded,Snow_on_Ground_Rolling_Average_Binned_Encoded,Days_with_Precip_Rolling_Average_Binned_Encoded,Heating_Degree_Days_Rolling_Average_Binned_Encoded,Cooling_Degree_Days_Rolling_Average_Binned_Encoded,Area_Binned_Encoded,Land_Binned_Encoded,LandOfArea_Percent_Binned_Encoded,Freshwater_Binned_Encoded,FreshwaterOfArea_Percent_Binned_Encoded,Alberta,Atlantic,British Columbia,Canada,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prairies,Prince Edward Island,Quebec,Saskatchewan,Territories,Yukon,Atlantic_Region,British Columbia_Region,Canada_Region,Prairies_Region,Territories_Region,Total_Value
7461,231,4,30,2,2020,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,22,22,18,14,8,8,15,2,11,16,18,0,12.0,11.0,13.0,13.0,23.0,17.0,2.0,18.0,26.0,4.0,29.0,0.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3383,179,12,31,4,2015,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,6,5,6,40,26,19,8,23,18,8,36,0,12.0,12.0,12.0,38.0,24.0,12.0,18.0,10.0,19.0,14.0,27.0,1.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3346,142,11,30,4,2012,1,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,7,8,4,6,28,25,16,33,16,17,34,0,15.0,16.0,14.0,13.0,26.0,26.0,36.0,39.0,18.0,38.0,25.0,4.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3613,265,2,28,1,2023,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,2,1,2,8,18,17,1,9,22,1,37,0,4.0,4.0,0.0,33.0,35.0,25.0,6.0,9.0,32.0,7.0,35.0,0.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,4
1260,156,1,31,1,2014,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,3,4,3,3,32,24,24,25,25,35,38,0,2.0,1.0,4.0,10.0,39.0,26.0,11.0,20.0,31.0,25.0,39.0,0.0,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
7463,233,6,30,2,2020,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,30,35,24,16,3,0,31,33,0,36,10,8,25.0,24.0,28.0,11.0,13.0,13.0,12.0,10.0,7.0,10.0,15.0,13.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
7880,99,4,30,2,2009,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,21,23,18,9,11,27,19,10,12,15,18,0,11.0,6.0,12.0,3.0,23.0,26.0,3.0,30.0,23.0,2.0,30.0,0.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
4692,96,1,31,1,2009,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,4,6,25,20,8,27,22,13,40,0,1.0,1.0,6.0,3.0,39.0,32.0,30.0,34.0,27.0,38.0,39.0,0.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
2520,144,1,31,1,2013,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,1,0,8,27,24,10,35,24,18,40,0,4.0,7.0,4.0,26.0,38.0,28.0,16.0,34.0,30.0,33.0,36.0,0.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
5253,237,10,31,4,2020,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,16,13,22,5,19,22,7,17,9,10,25,2,24.0,23.0,24.0,10.0,15.0,10.0,20.0,5.0,10.0,13.0,15.0,10.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
3503,155,12,31,4,2013,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0,0,1,0,24,23,7,29,19,15,40,0,7.0,6.0,10.0,1.0,37.0,34.0,15.0,38.0,23.0,33.0,32.0,0.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
378,102,7,31,3,2009,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,36,38,28,8,0,0,39,34,0,40,3,15,35.0,37.0,31.0,7.0,1.0,14.0,38.0,26.0,0.0,38.0,4.0,19.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
3986,218,3,31,1,2019,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,9,3,14,11,8,3,0,0,11,0,32,0,5.0,2.0,8.0,4.0,31.0,22.0,0.0,11.0,30.0,0.0,34.0,0.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
6508,244,5,31,2,2021,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,24,22,27,12,10,8,19,31,4,15,16,5,21.0,21.0,21.0,20.0,19.0,20.0,4.0,13.0,13.0,3.0,19.0,5.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
3638,146,3,31,1,2013,0,5,29,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,4,6,4,0,26,28,7,33,25,9,37,0,6.0,7.0,6.0,6.0,37.0,33.0,6.0,32.0,31.0,9.0,31.0,0.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
2475,99,4,30,2,2009,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,16,15,16,9,11,8,11,25,7,11,25,0,16.0,16.0,16.0,10.0,20.0,20.0,3.0,18.0,18.0,2.0,24.0,0.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2940,12,1,31,1,2002,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,4,32,22,16,6,13,21,13,40,0,7.0,6.0,10.0,36.0,35.0,20.0,17.0,8.0,26.0,35.0,36.0,0.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
762,210,7,31,3,2018,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,38,38,39,36,0,0,31,9,0,25,4,21,40.0,40.0,40.0,29.0,0.0,0.0,21.0,7.0,0.0,9.0,0.0,26.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
2423,47,12,31,4,2004,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1,1,5,29,27,15,38,22,25,40,0,10.0,10.0,10.0,22.0,32.0,27.0,32.0,38.0,21.0,40.0,32.0,0.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
4312,268,5,31,2,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,30,27,33,38,0,0,11,8,0,7,10,11,23.0,21.0,24.0,34.0,17.0,12.0,7.0,15.0,10.0,2.0,17.0,12.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
5033,161,6,30,2,2014,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,30,29,25,7,5,0,38,39,0,37,10,7,28.0,29.0,27.0,16.0,10.0,6.0,35.0,31.0,0.0,37.0,12.0,11.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
3546,198,7,31,3,2017,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,39,37,40,29,0,0,14,1,0,8,0,19,36.0,36.0,36.0,24.0,1.0,0.0,24.0,9.0,0.0,21.0,4.0,21.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
4396,76,5,31,2,2007,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,26,25,28,20,6,5,25,35,0,25,14,5,22.0,21.0,24.0,14.0,21.0,23.0,21.0,24.0,11.0,24.0,18.0,6.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
4673,77,6,30,2,2007,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,31,31,32,15,5,4,31,28,0,28,9,11,28.0,29.0,30.0,18.0,10.0,6.0,35.0,26.0,6.0,35.0,12.0,13.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
6822,144,1,31,1,2013,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,13,16,7,15,24,10,34,8,20,34,27,0,4.0,8.0,2.0,8.0,37.0,28.0,14.0,31.0,29.0,28.0,36.0,0.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
1302,198,7,31,3,2017,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,39,40,33,13,0,0,29,28,0,23,0,20,39.0,39.0,36.0,24.0,1.0,0.0,15.0,2.0,0.0,9.0,1.0,24.0,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
3485,137,6,30,2,2012,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,33,33,31,21,0,0,31,32,0,31,7,12,29.0,30.0,28.0,26.0,9.0,4.0,39.0,34.0,6.0,39.0,11.0,13.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
698,146,3,31,1,2013,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12,12,10,36,28,18,21,19,19,24,26,0,10.0,11.0,11.0,4.0,31.0,30.0,5.0,26.0,28.0,7.0,30.0,0.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
4202,158,3,31,1,2014,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,0,6,0,19,22,2,15,18,3,36,0,3.0,1.0,4.0,0.0,36.0,31.0,10.0,28.0,32.0,12.0,35.0,0.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1048,220,5,31,2,2019,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,21,21,19,6,8,0,27,24,7,27,19,2,24.0,24.0,25.0,9.0,14.0,10.0,4.0,1.0,8.0,4.0,16.0,9.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
3787,19,8,31,3,2002,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,33,29,35,7,0,0,36,40,0,36,7,14,37.0,35.0,38.0,17.0,9.0,3.0,31.0,24.0,0.0,28.0,5.0,25.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
3347,143,12,31,4,2012,1,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0,3,0,4,24,21,7,26,21,12,39,0,6.0,10.0,7.0,3.0,27.0,24.0,6.0,15.0,22.0,17.0,33.0,0.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
5475,39,4,30,2,2004,1,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,20,19,20,26,14,17,7,10,4,6,19,0,16.0,15.0,17.0,31.0,24.0,19.0,5.0,28.0,19.0,14.0,25.0,1.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
6897,219,4,30,2,2019,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,23,27,17,19,9,6,30,20,9,30,17,0,11.0,7.0,13.0,12.0,21.0,11.0,0.0,1.0,23.0,0.0,29.0,0.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
326,50,3,31,1,2005,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,9,9,12,9,31,23,22,17,23,26,31,0,12.0,12.0,13.0,16.0,32.0,27.0,11.0,24.0,22.0,24.0,29.0,0.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
5926,214,11,30,4,2018,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11,11,11,28,22,20,7,29,11,12,30,0,17.0,19.0,16.0,9.0,21.0,28.0,28.0,23.0,13.0,31.0,22.0,6.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3146,218,3,31,1,2019,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,7,5,10,23,12,8,0,1,13,0,34,0,8.0,4.0,12.0,12.0,27.0,15.0,0.0,1.0,28.0,0.0,32.0,0.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
6171,183,4,30,2,2016,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,22,21,25,36,9,9,6,6,0,3,17,0,16.0,15.0,17.0,38.0,23.0,14.0,10.0,29.0,19.0,8.0,23.0,4.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2033,209,6,30,2,2018,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,36,34,37,30,0,0,30,21,0,20,4,18,30.0,31.0,34.0,28.0,10.0,1.0,26.0,13.0,5.0,24.0,10.0,17.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
5632,196,5,31,2,2017,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,27,27,31,32,7,4,16,26,0,12,13,8,22.0,22.0,22.0,27.0,16.0,10.0,23.0,36.0,13.0,19.0,18.0,8.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
7487,257,6,30,2,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,31,37,30,19,0,0,29,31,0,33,9,10,26.0,27.0,26.0,20.0,11.0,6.0,33.0,35.0,4.0,27.0,14.0,11.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
1888,232,5,31,2,2020,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,25,22,33,11,9,15,18,6,0,17,16,13,23.0,23.0,24.0,10.0,15.0,11.0,12.0,11.0,12.0,7.0,17.0,11.0,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
5245,229,2,29,1,2020,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,8,6,9,30,21,23,4,35,19,7,32,0,5.0,5.0,2.0,36.0,34.0,24.0,7.0,25.0,29.0,14.0,36.0,0.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
5581,145,2,28,1,2013,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,10,12,7,38,16,15,0,11,18,1,29,0,4.0,6.0,5.0,31.0,30.0,20.0,10.0,26.0,27.0,23.0,35.0,0.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
6090,102,7,31,3,2009,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,32,31,32,14,1,30,27,21,0,25,5,12,32.0,31.0,35.0,12.0,7.0,20.0,28.0,13.0,0.0,26.0,7.0,19.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1898,242,3,31,1,2021,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,14,11,17,37,13,4,14,8,10,8,27,0,13.0,12.0,14.0,38.0,25.0,15.0,1.0,2.0,24.0,0.0,27.0,0.0,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
966,138,7,31,3,2012,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,39,39,36,24,0,0,22,6,0,16,1,19,40.0,40.0,39.0,33.0,0.0,0.0,22.0,13.0,0.0,11.0,0.0,26.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
6004,16,5,31,2,2002,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,22,18,22,4,24,30,14,6,4,12,19,4,19.0,18.0,21.0,3.0,23.0,35.0,16.0,18.0,11.0,29.0,21.0,8.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2655,3,4,30,2,2001,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,18,16,26,23,14,16,9,16,3,10,23,6,17.0,16.0,19.0,13.0,30.0,28.0,4.0,8.0,22.0,8.0,23.0,6.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
4482,162,7,31,3,2014,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,37,37,33,15,0,0,15,3,0,12,1,15,36.0,37.0,34.0,27.0,3.0,3.0,36.0,24.0,0.0,18.0,3.0,21.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
6569,29,6,30,2,2003,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,28,29,30,15,6,0,28,15,0,33,12,8,28.0,27.0,29.0,20.0,9.0,3.0,29.0,14.0,1.0,35.0,13.0,11.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3140,212,9,30,3,2018,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,23,23,23,2,9,13,24,32,0,28,16,6,27.0,29.0,27.0,6.0,15.0,31.0,32.0,34.0,5.0,31.0,13.0,19.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
7849,68,9,30,3,2006,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,30,32,29,25,4,8,20,14,0,17,10,9,35.0,35.0,36.0,19.0,5.0,4.0,20.0,7.0,0.0,12.0,5.0,21.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
6715,176,9,30,3,2015,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,25,25,28,15,3,5,19,38,0,16,15,6,33.0,34.0,32.0,17.0,6.0,2.0,33.0,34.0,0.0,26.0,8.0,20.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
977,149,6,30,2,2013,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,31,31,29,11,2,3,37,32,4,37,9,13,32.0,32.0,30.0,17.0,5.0,2.0,39.0,35.0,8.0,38.0,7.0,16.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
6836,158,3,31,1,2014,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,17,17,13,8,24,26,39,36,19,39,23,0,0.0,2.0,0.0,0.0,34.0,30.0,8.0,28.0,33.0,6.0,38.0,0.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
117,117,10,31,4,2010,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,21,24,18,16,9,17,34,22,7,34,19,1,23.0,23.0,22.0,33.0,15.0,13.0,25.0,17.0,12.0,9.0,17.0,3.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
515,239,12,31,4,2020,1,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,8,9,12,37,27,12,27,24,15,31,33,0,9.0,10.0,8.0,39.0,29.0,16.0,18.0,13.0,23.0,15.0,32.0,0.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
7087,133,2,29,1,2012,1,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,15,17,10,20,23,17,35,24,21,36,24,0,6.0,4.0,7.0,39.0,34.0,22.0,8.0,18.0,25.0,22.0,33.0,0.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3062,134,3,31,1,2012,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,13,8,18,40,21,20,14,38,10,15,28,3,13.0,12.0,13.0,39.0,32.0,30.0,11.0,33.0,24.0,18.0,26.0,2.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
7889,108,1,31,1,2010,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,16,18,9,34,19,6,40,15,18,39,24,0,2.0,5.0,0.0,2.0,37.0,26.0,28.0,31.0,24.0,33.0,39.0,0.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
240,240,1,31,1,2021,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,5,8,1,40,30,17,13,6,24,16,36,0,7.0,6.0,2.0,40.0,27.0,13.0,3.0,1.0,28.0,2.0,35.0,0.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
400,124,5,31,2,2011,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,25,27,24,20,5,3,38,38,3,39,15,8,25.0,26.0,24.0,15.0,12.0,6.0,36.0,35.0,7.0,36.0,14.0,9.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
2815,163,8,31,3,2014,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,37,34,35,21,0,0,33,34,0,23,4,19,38.0,37.0,35.0,22.0,1.0,0.0,34.0,30.0,0.0,24.0,2.0,23.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
451,175,8,31,3,2015,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,38,40,32,28,0,0,34,18,0,29,1,17,37.0,37.0,37.0,23.0,4.0,5.0,30.0,26.0,0.0,17.0,3.0,22.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
88,88,5,31,2,2008,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,24,24,22,8,5,2,28,16,0,35,16,1,25.0,25.0,24.0,9.0,12.0,6.0,12.0,8.0,10.0,14.0,15.0,7.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
1161,57,10,31,4,2005,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,25,25,26,30,7,4,24,16,0,26,16,10,23.0,25.0,21.0,30.0,14.0,9.0,35.0,20.0,6.0,25.0,17.0,10.0,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
2620,244,5,31,2,2021,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,23,21,27,10,8,4,14,5,0,10,18,9,23.0,22.0,24.0,17.0,16.0,13.0,12.0,15.0,8.0,7.0,17.0,8.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
4891,19,8,31,3,2002,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,33,29,35,7,0,0,36,40,0,36,7,14,37.0,35.0,38.0,17.0,9.0,3.0,31.0,24.0,0.0,28.0,5.0,25.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
5346,186,7,31,3,2016,1,5,29,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,35,37,29,23,0,0,29,34,0,31,3,12,34.0,35.0,32.0,21.0,1.0,0.0,33.0,22.0,0.0,32.0,5.0,18.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
5966,254,3,31,1,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12,9,16,25,21,18,3,21,14,3,29,0,2.0,4.0,7.0,3.0,33.0,31.0,8.0,39.0,31.0,14.0,36.0,0.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1180,76,5,31,2,2007,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,28,27,32,26,4,3,21,11,0,15,13,12,24.0,25.0,26.0,18.0,19.0,16.0,30.0,32.0,10.0,30.0,15.0,10.0,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
