,Date_ID,Total_Value_Binned_Encoded,Month,NumberOfDaysInMonth,Quarter,Year,LeapYear,Minimum Temperature,Maximum Temperature,Barley,Canola,Durum,Flaxseed,Oats,Rye,Wheat,Avena sativa,Brassica napus,Hordeum,Linum usitatissimum,Secale,Triticum,Brassicaceae,Grass,Linaceae,Mean_Temp_Binned_Encoded,Min_Temp_Binned_Encoded,Max_Temp_Binned_Encoded,Mean_Diff_from_Normal_Binned_Encoded,Snowfall_Binned_Encoded,Percent_of_Normal_Snowfall_Binned_Encoded,Total_Precip_Binned_Encoded,Percent_of_Normal_Precip_Binned_Encoded,Snow_on_Ground_Binned_Encoded,Days_with_Precip_Binned_Encoded,Heating_Degree_Days_Binned_Encoded,Cooling_Degree_Days_Binned_Encoded,Mean_Temp_Rolling_Average_Binned_Encoded,Min_Temp_Rolling_Average_Binned_Encoded,Max_Temp_Rolling_Average_Binned_Encoded,Mean_Diff_from_Normal_Rolling_Average_Binned_Encoded,Snowfall_Rolling_Average_Binned_Encoded,Percent_of_Normal_Snowfall_Rolling_Average_Binned_Encoded,Total_Precip_Rolling_Average_Binned_Encoded,Percent_of_Normal_Precip_Rolling_Average_Binned_Encoded,Snow_on_Ground_Rolling_Average_Binned_Encoded,Days_with_Precip_Rolling_Average_Binned_Encoded,Heating_Degree_Days_Rolling_Average_Binned_Encoded,Cooling_Degree_Days_Rolling_Average_Binned_Encoded,Area_Binned_Encoded,Land_Binned_Encoded,LandOfArea_Percent_Binned_Encoded,Freshwater_Binned_Encoded,FreshwaterOfArea_Percent_Binned_Encoded,Alberta,Atlantic,British Columbia,Canada,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prairies,Prince Edward Island,Quebec,Saskatchewan,Territories,Yukon,Atlantic_Region,British Columbia_Region,Canada_Region,Prairies_Region,Territories_Region
4391,71,1,12,31,4,2006,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,5,5,3,36,19,15,3,11,21,5,36,0,13,14,11,35,24,14,28,16,22,27,27,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4392,72,1,1,31,1,2007,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,3,2,4,36,21,16,4,14,22,8,37,0,9,7,6,38,33,19,28,15,26,27,33,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4393,73,1,2,28,1,2007,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,1,1,1,24,28,8,39,25,11,38,0,3,4,4,14,33,27,13,32,32,36,37,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4394,74,1,3,31,1,2007,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,11,8,16,32,18,15,8,28,16,8,30,0,7,7,7,6,33,26,17,27,29,18,32,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4395,75,1,4,30,2,2007,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,19,14,21,15,10,10,5,6,1,4,22,0,15,12,17,13,26,25,13,31,17,21,25,1,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4396,76,1,5,31,2,2007,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,26,25,28,20,6,5,25,35,0,25,14,5,22,21,24,14,21,23,21,24,11,25,18,6,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4397,77,1,6,30,2,2007,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,31,31,32,15,5,4,31,28,0,28,9,11,28,29,30,18,10,6,35,26,6,35,12,13,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4398,78,1,7,31,3,2007,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,40,39,40,36,0,0,14,3,0,12,0,21,38,35,40,32,5,1,26,11,0,20,4,25,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4399,79,1,8,31,3,2007,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,33,30,37,7,0,0,17,15,0,17,7,14,35,36,36,11,5,0,28,14,0,31,5,22,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4400,80,1,9,30,3,2007,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,26,23,29,13,4,3,13,10,1,14,14,8,30,30,29,11,10,7,21,12,5,26,10,18,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4401,81,1,10,31,4,2007,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,20,18,21,32,7,3,8,18,4,7,20,1,25,25,24,27,12,7,26,8,7,20,15,13,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4402,82,1,11,30,4,2007,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,10,7,11,22,20,19,6,18,14,12,30,0,18,18,17,32,19,10,27,19,16,27,22,8,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4403,83,1,12,31,4,2007,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,2,5,0,5,19,17,5,10,19,10,38,0,9,11,8,7,34,31,26,16,23,34,31,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4404,84,1,1,31,1,2008,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,0,3,14,19,18,5,16,22,9,39,0,2,2,1,6,39,31,24,26,31,36,38,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4405,85,1,2,29,1,2008,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,1,3,2,17,21,3,23,22,5,38,0,3,3,7,20,30,22,6,19,29,17,36,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4406,86,1,3,31,1,2008,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,9,5,8,9,18,17,3,8,19,4,32,0,7,7,8,7,37,29,8,19,31,23,32,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4407,87,1,4,30,2,2008,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,16,13,21,5,16,24,8,26,7,6,24,0,13,13,15,1,37,35,10,33,29,18,27,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4408,88,1,5,31,2,2008,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,25,21,25,11,7,3,7,1,0,4,15,4,23,21,23,20,16,10,5,7,12,2,17,7,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4409,89,1,6,30,2,2008,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,31,31,37,10,0,0,27,23,0,23,9,10,27,28,27,6,10,8,25,13,5,33,13,11,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4410,90,1,7,31,3,2008,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,36,37,37,13,8,0,29,34,0,30,2,15,34,35,32,15,9,0,39,32,3,40,5,18,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4411,91,1,8,31,3,2008,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,37,33,40,22,0,0,17,19,0,13,4,18,37,37,37,17,7,0,39,36,2,37,2,23,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4412,92,1,9,30,3,2008,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,26,26,27,17,0,0,9,11,0,7,14,4,31,32,28,17,6,0,18,11,0,8,8,17,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4413,93,1,10,31,4,2008,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,20,17,24,30,11,16,12,36,2,7,20,3,25,25,26,23,13,6,26,14,7,16,15,11,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4414,94,1,11,30,4,2008,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,12,12,14,37,13,9,4,10,9,5,28,0,19,20,17,34,17,13,27,13,13,23,21,3,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4415,95,1,12,31,4,2008,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,1,4,0,26,26,10,34,17,17,40,0,8,8,13,2,37,35,24,35,22,35,32,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4416,96,1,1,31,1,2009,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,0,4,6,25,20,8,27,22,13,40,0,1,1,6,3,39,32,30,34,27,38,39,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4417,97,1,2,28,1,2009,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,2,2,3,4,22,27,6,36,24,6,37,0,0,1,0,2,38,30,3,25,33,14,39,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4418,98,1,3,31,1,2009,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,5,1,6,1,15,13,3,7,19,3,36,0,6,2,7,3,29,28,9,34,31,14,33,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4419,99,1,4,30,2,2009,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,17,16,19,7,14,20,10,28,8,6,23,0,15,14,15,8,22,25,4,30,20,2,25,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4420,100,1,5,31,2,2009,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,23,21,27,5,12,23,9,2,0,9,17,4,22,22,23,11,17,16,16,16,9,16,18,7,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4421,101,1,6,30,2,2009,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,30,26,35,9,6,0,22,15,0,21,10,12,27,27,27,8,13,25,21,9,8,24,13,12,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4422,102,1,7,31,3,2009,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,33,32,34,4,0,0,27,31,0,25,7,12,33,32,35,10,5,21,30,16,0,28,7,19,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4423,103,1,8,31,3,2009,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,33,34,35,7,0,0,24,36,0,20,6,11,34,37,30,6,3,0,36,29,0,36,4,17,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4424,104,1,9,30,3,2009,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,32,28,38,39,0,0,10,10,0,8,8,14,33,32,34,31,6,5,27,16,4,23,6,20,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4425,105,1,10,31,4,2009,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,16,17,17,4,17,25,15,39,6,21,25,0,24,25,21,15,17,17,23,30,10,17,16,13,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4426,106,1,11,30,4,2009,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,14,15,15,40,12,8,0,0,8,0,26,0,18,20,15,29,20,17,37,13,14,35,22,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4427,107,1,12,31,4,2009,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,1,1,0,23,19,7,18,17,9,40,0,10,13,10,10,23,16,3,9,19,4,29,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4428,108,1,1,31,1,2010,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,2,0,3,32,26,26,9,34,21,7,38,0,5,6,2,21,37,22,27,23,25,29,36,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4429,109,1,2,28,1,2010,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,2,5,0,6,11,9,0,1,22,0,36,0,6,8,3,34,25,12,3,3,25,4,33,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4430,110,1,3,31,1,2010,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,13,13,16,39,11,5,0,0,7,0,28,0,12,13,10,37,25,14,2,2,24,2,27,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4431,111,1,4,30,2,2010,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,21,20,21,33,13,17,20,40,1,15,19,0,18,18,18,39,17,14,5,26,15,1,22,1,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4432,112,1,5,31,2,2010,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,24,24,28,5,13,29,34,40,2,32,16,8,23,25,24,27,17,32,23,39,9,20,16,7,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4433,113,1,6,30,2,2010,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,32,29,30,18,0,0,34,36,0,32,8,11,29,28,29,23,11,11,36,29,1,36,11,15,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4434,114,1,7,31,3,2010,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,37,38,32,13,0,0,26,28,0,28,2,15,34,35,30,15,2,2,37,25,0,37,5,18,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4435,115,1,8,31,3,2010,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,34,35,35,12,0,0,28,38,0,29,6,14,38,38,36,21,6,0,33,25,0,32,2,25,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4436,116,1,9,30,3,2010,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,25,24,26,9,2,4,25,40,0,23,15,5,31,31,29,16,9,4,39,40,0,36,9,21,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4437,117,1,10,31,4,2010,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,21,17,24,36,14,23,8,18,9,2,19,1,25,26,25,28,14,8,39,33,9,32,15,12,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4438,118,1,11,30,4,2010,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,9,6,16,15,27,28,11,39,17,14,31,0,17,16,18,18,23,26,27,32,17,26,22,3,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4439,119,1,12,31,4,2010,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,2,5,0,5,19,15,4,12,20,7,39,0,11,13,9,11,27,21,30,29,21,25,29,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4440,120,1,1,31,1,2011,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,1,1,8,27,29,11,39,25,25,39,0,4,6,3,13,39,34,29,40,29,38,36,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4441,121,1,2,28,1,2011,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,1,4,3,20,25,4,34,25,8,37,0,1,0,2,3,37,32,7,30,33,28,38,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4442,122,1,3,31,1,2011,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,4,3,4,0,19,18,3,12,23,5,37,0,5,5,8,2,36,29,12,23,30,23,33,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4443,123,1,4,30,2,2011,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,16,17,18,5,21,26,7,13,9,2,24,0,14,15,13,4,30,32,14,27,22,10,26,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4444,124,1,5,31,2,2011,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,25,23,24,13,6,4,20,26,1,17,15,3,22,23,20,12,19,15,31,38,11,31,18,4,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4445,125,1,6,30,2,2011,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,31,29,32,13,3,10,33,35,0,30,9,11,28,28,26,14,11,7,40,36,5,40,12,11,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4446,126,1,7,31,3,2011,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,38,39,38,22,2,0,28,28,0,23,1,18,34,35,31,15,5,1,36,29,0,35,5,18,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4447,127,1,8,31,3,2011,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,37,36,37,23,0,0,18,25,0,14,2,16,39,40,36,26,3,0,18,7,0,6,0,25,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4448,128,1,9,30,3,2011,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,30,24,37,36,0,0,2,1,0,1,10,13,34,33,33,32,4,0,33,16,0,8,6,20,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4449,129,1,10,31,4,2011,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,21,21,22,35,6,3,10,30,2,5,19,5,26,26,24,32,10,4,26,18,7,15,14,13,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4450,130,1,11,30,4,2011,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,10,8,11,24,22,22,5,20,10,4,31,0,18,17,18,27,21,13,29,17,14,21,22,8,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4451,131,1,12,31,4,2011,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,8,9,4,40,17,16,3,16,14,5,33,0,14,15,12,39,23,14,12,9,17,9,25,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4452,132,1,1,31,1,2012,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,4,2,6,40,19,20,3,16,16,3,36,0,9,6,8,38,30,18,22,11,21,23,31,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4453,133,1,2,29,1,2012,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,6,6,4,38,13,13,0,5,17,0,33,0,7,7,5,37,34,24,7,22,25,18,31,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4454,134,1,3,31,1,2012,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,13,11,16,39,22,23,9,30,13,9,27,0,12,12,11,38,31,28,6,21,26,10,27,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4455,135,1,4,30,2,2012,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,19,16,22,19,15,22,16,40,6,18,21,3,18,16,21,39,22,21,12,39,14,25,22,5,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4456,136,1,5,31,2,2012,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,25,26,27,12,8,7,31,40,0,27,15,5,22,23,23,16,16,11,17,28,7,16,17,6,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4457,137,1,6,30,2,2012,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,33,33,31,21,0,0,31,32,0,31,7,12,29,30,28,26,9,4,39,34,6,39,11,13,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4458,138,1,7,31,3,2012,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,40,40,39,32,0,0,23,18,0,22,0,20,38,37,36,30,6,7,34,24,0,32,2,23,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4459,139,1,8,31,3,2012,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,36,35,38,22,0,0,16,10,0,13,3,16,40,40,40,31,0,0,10,3,0,3,0,26,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4460,140,1,9,30,3,2012,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,28,26,29,30,0,0,4,0,0,0,12,7,33,33,33,30,3,1,8,1,0,1,7,19,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4461,141,1,10,31,4,2012,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,16,16,19,5,18,28,12,34,10,16,25,0,24,23,23,9,17,18,35,35,13,24,17,12,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4462,142,1,11,30,4,2012,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,7,8,7,5,29,30,12,40,16,14,33,0,17,18,16,14,24,26,38,40,16,39,23,4,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4463,143,1,12,31,4,2012,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,3,1,2,22,20,5,18,20,8,39,0,9,11,9,4,28,25,10,18,21,20,31,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4464,144,1,1,31,1,2013,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,1,2,16,25,23,7,30,23,12,39,0,5,7,4,24,37,27,15,31,30,31,35,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4465,145,1,2,28,1,2013,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,4,5,1,30,20,23,2,27,24,4,34,0,5,7,5,33,29,20,9,25,28,19,33,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4466,146,1,3,31,1,2013,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,4,6,4,0,26,28,7,33,25,9,37,0,6,7,6,6,37,33,6,32,31,9,31,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4467,147,1,4,30,2,2013,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,12,12,16,0,21,29,7,19,12,9,28,0,14,14,14,3,28,33,4,21,22,11,26,1,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4468,148,1,5,31,2,2013,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,27,20,28,28,3,1,11,4,0,5,13,6,22,19,22,11,18,13,16,19,12,17,18,7,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4469,149,1,6,30,2,2013,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,32,31,27,18,0,0,34,35,0,30,7,10,29,28,28,25,10,9,38,34,7,37,11,13,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4470,150,1,7,31,3,2013,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,35,34,36,8,0,0,23,27,0,20,5,15,34,33,35,15,4,2,30,20,5,21,5,19,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4471,151,1,8,31,3,2013,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,37,35,39,25,0,0,12,4,0,10,3,18,39,38,37,26,0,0,27,18,1,21,1,24,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4472,152,1,9,30,3,2013,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,30,27,38,37,0,0,13,18,0,5,10,12,33,32,35,31,5,2,27,21,3,12,7,20,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4473,153,1,10,31,4,2013,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,18,16,19,12,8,6,3,7,9,1,21,0,25,24,23,22,12,6,15,8,10,4,15,12,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
