Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD
-119.954,50.653,MONTE CREEK,116NJ9F,BC,,,NA,,,,,16.5,0,83,16.5,0,57,,4,,,NA,,
-119.882,50.887,SUN PEAKS LOWER,116Q20D,BC,-4.7,4,NA,3,3,-15,2,42,0,NA,42,0,NA,63,8,,,NA,613.9,0
-119.918,50.902,SUN PEAKS UPPER,116QK0M,BC,-6.3,0,NA,3,0,-13,0,48,0,NA,48,0,NA,114,11,,,NA,752.2,0
-116.258,50.821,BRISCO,1171020,BC,-6,1,NA,3.5,0,-15,1,21.1,0,NA,23.3,0,NA,28,7,,,NA,718.9,0
-116.706,50.752,BUGABOO CREEK LODGE,1171105,BC,-7,24,3.1,0,24,-21,24,30,25,NA,30,25,NA,,4,,,NA,175,0
-119.472,52.719,CARIBOO LODGE,1171393,BC,-6.3,0,1.8,4.5,0,-15,0,79.5,0,68,79.5,0,64,76,12,,,NA,752.8,0
-117.516,51.301,GLACIER NP ROGERS PASS,1173191,BC,-7.5,0,0.8,0,0,-18,0,119,0,57,119,0,54,105,19,,,NA,790.5,0
-116.982,51.298,GOLDEN A,1173210,BC,-6.5,1,1.4,0.7,0,-16.7,1,22.2,0,49,16.8,0,37,34,4,17.6,0,70,736.1,0
-118.425,51.63,GOLDSTREAM RIVER,1173242,BC,-5,0,1.5,1,0,-15,0,74.9,0,59,76.5,0,56,69,13,,,NA,713.1,0
-118.489,51.64,GOLDSTREAM RIVER BREWSTER CREEK,1173BDB,BC,-5,4,NA,1,2,-14.5,3,73.5,0,NA,73.5,0,NA,,9,,,NA,622.1,0
-118.585,52.053,MICA DAM,1175122,BC,-3.4,1,1.4,3.5,0,-14,1,115.5,0,75,129.5,0,70,125,17,,,NA,642.8,0
-118.183,50.961,REVELSTOKE A,1176749,BC,-3.2,0,NA,3,0,-15.5,0,,,NA,60,0,NA,,14,,,NA,656.4,0
-119.254,52.83,VALEMOUNT EAST,11783L9,BC,-4.6,0,NA,4,0,-20.5,0,18.2,0,NA,21.2,0,NA,16,4,,,NA,701.6,0
-116.636,51.7,WILDCAT CR. MISTAYA LODGE,1178931,BC,-8.6,6,NA,2.5,4,-18.5,4,82,0,NA,82,0,NA,96,15,,,NA,665.4,0
-116.345,51.443,YOHO PARK,11790J1,BC,-9.8,0,NA,-0.9,0,-22,0,,,NA,,,NA,,,,,NA,863.2,0
-117.701,51.236,GLACIER NP MT FIDELITY,117CA90,BC,-6.3,0,1.8,3,0,-13.5,0,124,0,48,124,0,47,170,17,,,NA,752.9,0
-116.54,51.434,YOHO NP EMERALD LAKE,117R00G,BC,-6.1,1,NA,2,1,-15,0,41,0,NA,41,0,NA,,10,,,NA,723.5,0
-121.483,55.133,BULLMOOSE,1181120,BC,-1.4,1,6.6,10,0,-14.5,1,24.1,1,NA,25.4,1,NA,,7,,,NA,581.8,0
-121.016,56.298,CHARLIE LAKE,11814FR,BC,-2.7,5,NA,7,3,-21,3,8,0,NA,8,0,NA,18,2,,,NA,537.5,0
-121.627,55.687,CHETWYND A,1181508,BC,-1.3,0,8.8,12.1,0,-17.7,0,10,0,37,7,0,33,8,2,91.8,0,125,599.7,0
-120.182,55.742,DAWSON CREEK A,1182285,BC,-2.4,1,10.7,11.3,0,-17.3,1,20.4,0,60,17,0,58,12,3,,,NA,612.2,0
-120.74,56.238,FORT ST JOHN A,1183000,BC,-2.6,0,10.2,7,0,-17.1,0,9.8,0,30,7.6,0,30,5,2,98.9,0,133,639.1,0
-124.701,55.786,GERMANSEN LANDING,1183090,BC,-8.8,1,4.3,5.2,0,-27.2,1,32.9,0,68,28.3,0,56,46,10,52.6,0,156,804.4,0
-121.9,56.033,HUDSON HOPE,1183629,BC,-0.4,0,NA,10,0,-15.5,0,1,0,NA,1,0,NA,,1,,,NA,571.4,0
-123.138,55.305,MACKENZIE A,1184790,BC,-5.5,0,NA,5,0,-21.6,0,,,NA,47.5,0,NA,,11,,,NA,727.7,0
-123.079,55.327,MACKENZIE TOWNSITE,1184795,BC,-4.1,0,NA,5.5,0,-20,0,51.2,0,NA,54.4,0,NA,39,14,,,NA,685.9,0
-122.483,55.539,PINE PASS MT LEMORAY,1186A71,BC,-0.6,3,NA,9,1,-11,2,39.5,0,NA,39.5,0,NA,20,5,,,NA,520.7,0
-122.718,57.25,SIKANNI CHIEF,1187335,BC,-3.1,4,NA,8,2,-22,2,1.2,0,NA,1.2,0,NA,2,0,,,NA,571,0
-120.688,56.167,TAYLOR FLATS,1188020,BC,,,NA,,,,,10,0,38,10,0,37,5,4,,,NA,,
-121.483,55.133,TUMBLER RIDGE,1188297,BC,-1,3,NA,13,1,-18,2,5.2,3,NA,5.2,3,NA,,1,,,NA,530.6,0
-121.034,56.253,FORT ST JOHN 8NW,118L0LK,BC,,,NA,,,,,2,0,NA,2,0,NA,5,2,,,NA,,
-130.011,58.428,DEASE LAKE,1192340,BC,-7.7,0,8.4,4.6,0,-23.6,0,16.4,0,36,14.4,0,41,37,7,37.8,0,65,795.4,0
-122.597,58.836,FORT NELSON A,1192940,BC,-12.8,0,7.6,5.1,0,-26.8,0,9.6,0,34,6.6,0,31,24,2,77.4,0.041666667,NA,953.9,0
-122.6,58.833,FORT NELSON UA,1192950,BC,-12.2,0,NA,4.6,0,-26.3,0,10.2,0,NA,10.2,0,NA,30,4,,,NA,936.5,0
-125.767,58.93,MUNCHO LAKE,1195250,BC,-3.5,0,10.6,6.8,0,-21.6,0,28,0,74,28,0,73,16,8,,,NA,666.1,0
-124.234,58.653,TETSA RIVER,1195J29,BC,-7.1,0,8.8,6,0,-22.5,0,18.2,0,73,18.2,0,73,38,4,,,NA,777.1,0
-130.025,58.426,DEASE LAKE (AUT),119BLM0,BC,-7.8,0,NA,4.6,0,-23.5,0,,,NA,,,NA,,,,,NA,799.9,0
-133.7,59.567,ATLIN,1200560,BC,-2.7,0,10.1,4.5,0,-17,0,28.6,0,65,28.6,0,63,20,6,,,NA,640.2,0
-136.367,59.45,PLEASANT CAMP,1206197,BC,-1.8,2,6.1,3.5,0,-15,2,208,0,126,430,0,215,,24,,,NA,573.5,0
-135.045,59.716,FRASER CAMP,120C036,BC,-5.3,0,NA,2.5,0,-24.5,0,263.5,0,NA,263.5,0,NA,,25,,,NA,722.7,0
-131.667,56.733,ISKUT RIVER (AUT),120C6PK,BC,2.3,0,NA,8.2,0,-7.1,0,,,NA,192,2,NA,,21,,,NA,486.7,0
-140.868,62.41,BEAVER CREEK A,2100160,YT,-19.4,0,5.8,2,0,-37.5,0,9.8,0,71,9.8,0,71,33,4,,,NA,1158.6,0
-140.867,62.367,BEAVER CREEK YTG,2100161,YT,-19.8,1,NA,3,0,-33.5,1,7.4,0,NA,7.4,0,NA,31,4,,,NA,1133.6,0
-136.767,60,BLANCHARD RIVER,2100163,YT,-5.4,2,9.2,2.5,1,-28,1,42,0,93,42,0,93,70,10,,,NA,678.3,0
-139.033,61.367,BURWASH,2100179,YT,-10.2,0,NA,4.5,0,-33.3,0,,,NA,,,NA,,,,,NA,875.3,0
-139.05,61.367,BURWASH A,2100182,YT,-9.1,0,11.4,5,0,-33,0,7.5,0,63,5.3,0,63,6,1,,,NA,839.9,0
-134.698,60.174,CARCROSS,2100200,YT,-6.7,3,11.4,4,2,-23,1,14.5,0,52,14.5,0,51,24,3,,,NA,692.1,0
-136.3,62.1,CARMACKS,2100300,YT,-13.1,18,NA,4,12,-28,12,19,0,NA,19,0,NA,62,5,,,NA,404.5,0
-136.192,62.115,CARMACKS CS,2100301,YT,-12.2,0,NA,4.4,0,-29.3,0,,,NA,,,NA,,,,,NA,936.6,0
-139.128,64.043,DAWSON A,2100402,YT,-16.4,1,9.5,4,0,-32.5,1,46.2,0,167,26.6,0,137,41,6,,,NA,1033.3,0
-134.39,62.202,DRURY CREEK,2100460,YT,-9.4,1,11.7,5,0,-22,1,23,0,89,23,0,89,,6,,,NA,822.5,0
-136.718,66.369,EAGLE PLAINS,2100468,YT,-13.4,0,NA,2.5,0,-34.5,0,29.5,0,NA,29.5,0,NA,,8,,,NA,972.7,0
-133.376,62.208,FARO A,2100517,YT,-10.8,0,9.3,4.5,0,-23,0,15.6,0,93,7.4,0,51,22,3,,,NA,891.9,0
-133.376,62.208,FARO (AUT),2100518,YT,-11.1,1,NA,4.7,1,-23.3,0,,,NA,,,NA,,,,,NA,872.3,0
-137.58,60.773,HAINES JUNCTION,2100630,YT,-7.4,0,NA,8.1,0,-29.1,0,,,NA,,,NA,,,,,NA,788.2,0
-137.505,60.75,HAINES JUNCTION YTG,2100631,YT,-10.2,13,NA,7,8,-27.5,9,40,0,NA,40,0,NA,,11,,,NA,507.1,0
-140.15,69.164,IVVAVIK NAT. PARK,2100660,YT,-20.8,1,NA,-1.3,1,-39.8,0,,,NA,,,NA,6,,,,NA,1164.8,0
-138.216,64.454,KLONDIKE,2100679,YT,-13.3,0,NA,4,0,-30,0,29.1,0,NA,29.1,0,NA,,7,,,NA,969.7,0
-140.197,69.612,KOMAKUK BEACH,2100682,YT,-21.2,0,NA,7.4,0,-37.6,0,,,NA,,,NA,,,,,NA,1216.3,0
-130.037,63.244,MACMILLAN PASS,2100693,YT,-10.7,0,NA,0.6,0,-24.6,0,,,NA,,,NA,,,,,NA,888.4,0
-140.848,68.801,MARGARET LAKE,2100697,YT,-20.6,2,NA,-2.2,2,-36.7,1,,,NA,,,NA,,,,,NA,1119,0
-134.25,60.433,MARSH LAKE,2100698,YT,-7.8,1,NA,4,1,-23,0,21,0,NA,21,0,NA,31,5,,,NA,774.5,0
-135.867,63.617,MAYO A,2100700,YT,-12,0,11.1,6.8,0,-27.8,0,27.2,0,96,16.4,0,90,42,6,,,NA,930.9,0
-135.183,60.876,MAYO ROAD,2100709,YT,-6.7,0,10.5,4.5,0,-22,0,13.7,0,63,13.7,0,63,,5,,,NA,764.6,0
-137.517,63.6,MCQUESTEN,2100719,YT,-13.2,0,11.8,6.5,0,-32,0,18.8,0,81,18.8,0,81,,7,,,NA,966.7,0
-138.305,65.36,OGILVIE RIVER,2100794,YT,-20.9,2,NA,4,1,-39.5,1,49.5,0,NA,49.5,0,NA,,11,,,NA,1127.9,0
-139.839,67.571,OLD CROW A,2100800,YT,-21.1,0,8.1,-2,0,-37,0,50,0,323,30.9,0,236,35,7,,,NA,1212.2,0
-139.839,67.571,OLD CROW RCS,2100805,YT,-21.4,0,NA,-1.8,0,-36.2,0,,,NA,,,NA,,,,,NA,1221.9,0
-137.05,61.033,OTTER FALLS NCPC,2100840,YT,-7,0,9.1,5.5,0,-27,0,13,0,80,13,0,80,,4,,,NA,774.8,0
-137.367,62.817,PELLY RANCH,2100880,YT,-13.8,0,11.1,5,0,-31,0,16,0,81,16,0,81,,6,6.5,27,NA,985.5,0
-135.117,60.767,PORTER CREEK WAHL,2100907,YT,-5.4,0,NA,3.5,0,-23,0,19.6,0,NA,19.6,0,NA,42,4,,,NA,726.4,0
-136.218,66.981,ROCK RIVER,2100935,YT,-13.3,0,NA,3.5,0,-32.8,0,,,NA,,,NA,,,,,NA,970.7,0
-132.45,61.983,ROSS RIVER YTG,2100941,YT,-15.9,19,NA,3,12,-28,9,,,NA,,,NA,,,,,NA,407,0
-137.217,68.95,SHINGLE POINT A,2100950,YT,-20.4,0,NA,4.5,0,-36.7,0,,,NA,,,NA,,,,,NA,1190.9,0
-129.133,61.183,HOUR LAKE,2100FCG,YT,-13.5,1,NA,0,0,-30,1,33.8,0,NA,33.8,0,NA,,9,,,NA,943.5,0
-139.127,64.061,DAWSON,2100LRP,YT,-16.8,0,NA,2.3,0,-32.5,0,,,NA,,,NA,,,,,NA,1079.9,0
-136.683,63.383,STEWART CROSSING,2101030,YT,-10.3,14,NA,7.5,8,-28.5,10,20,0,86,20,0,86,,4,,,NA,481.5,0
-131.183,60,SWIFT RIVER,2101081,YT,-9.7,15,NA,5,10,-26,10,26,0,NA,26,0,NA,,6,,,NA,443.6,0
-135.573,60.946,TAKHINI RIVER RANCH,2101095,YT,-6.5,1,11.8,7,1,-30.5,0,7,0,47,7,0,47,21,3,,,NA,733.9,0
-132.736,60.174,TESLIN A,2101100,YT,-8.4,0,8.7,5,0,-25.5,0,23.8,0,81,21,0,79,42,5,,,NA,818.6,0
-132.733,60.167,TESLIN (AUT),2101102,YT,-8.6,1,NA,4,1,-26.8,0,,,NA,0,0,NA,,0,,,NA,796.7,0
-128.822,60.118,WATSON LAKE A,2101200,YT,-15.7,0,6.9,-0.7,0,-32,0,26.9,0,66,21.9,0,71,48,6,,,NA,1043.4,0
-135.069,60.71,WHITEHORSE A,2101300,YT,-5.4,0,9.8,4.3,0,-24.1,0,16.6,0,65,12.9,0,72,27,5,47.9,0,109,724.6,0
-135.027,60.71,WHITEHORSE RIVERDALE,2101400,YT,-6.1,0,10.1,4.5,0,-22.5,0,12,0,63,12,0,62,20,3,,,NA,746.6,0
-135.006,68.223,AKLAVIK A,2200100,NT,-20.8,0,NA,4,0,-35.7,0,28,0,NA,28,0,NA,,8,,,NA,1203,0
-124.717,70.167,CAPE PARRY A,2200675,NT,-22.8,0,NA,-7.1,0,-34,0,,,NA,,,NA,,,,,NA,1265.7,0
-117.767,65.6,CLUT LAKE (AUT),2200777,NT,-20.5,0,NA,-5.7,0,-34.5,0,,,NA,,,NA,,,,,NA,1193.7,0
-126.123,67.021,COLVILLE LAKE,2200824,NT,-20.9,0,NA,-2,0,-35.4,0,,,NA,,,NA,,,,,NA,1204.5,0
-123.433,65.209,DELINE CS,2201022,NT,-18.4,0,NA,-3.9,0,-29.5,0,,,NA,,,NA,,,,,NA,1129.5,0
-123.436,65.211,DELINE A,22010KA,NT,-18,0,NA,-3,0,-29.8,0,23.4,0,NA,14.8,0,NA,50,4,,,NA,1117.2,0
-128.651,66.241,FORT GOOD HOPE A,2201400,NT,-19.9,0,NA,-1.3,0,-33.1,0,17.8,0,NA,17.8,0,NA,64,8,,,NA,1174.6,0
-128.644,66.242,FORT GOOD HOPE CS,2201450,NT,-19.5,0,NA,-1.4,0,-32.2,0,,,NA,23.4,0,NA,47,7,,,NA,1163.9,0
-123.467,60.235,FORT LIARD A,2201575,NT,-12.8,0,9,8.2,0,-26.2,0,17.8,0,68,17.8,0,72,24,3,,,NA,953.5,0
-123.467,60.233,FORT LIARD,2201579,NT,-12.5,0,NA,7.7,0,-24.7,0,,,NA,,,NA,,,,,NA,946.4,0
-134.86,67.408,FORT MCPHERSON A,2201601,NT,-21,0,6.5,4,0,-34.7,0,27,0,181,27,0,181,64,9,,,NA,1208.9,0
-125.568,64.909,TULITA A,2201700,NT,-18.2,0,NA,-5,0,-31,0,10.6,0,NA,10.6,0,NA,40,2,,,NA,1121.1,0
-117.602,61.317,FORT PROVIDENCE,2201799,NT,-16.6,0,NA,-2.1,0,-29.3,0,,,NA,,,NA,,,,,NA,1072.1,0
-109.168,62.711,FORT RELIANCE (AUT),2201903,NT,-19.5,0,NA,-2.2,0,-37.9,0,,,NA,,,NA,,,,,NA,1162,0
-113.69,61.181,FORT RESOLUTION A,2202000,NT,-16,0,NA,-1,0,-32,0,6.3,0,NA,6.3,0,NA,70,3,,,NA,1053.6,0
-121.237,61.76,FORT SIMPSON A,2202101,NT,-17.2,0,7,-4,0,-29.9,0,38.4,0,140,23.8,0,126,41,7,61.1,0,110,1091.9,0
-111.962,60.02,FORT SMITH A,2202200,NT,-13.6,0,8.8,-1,0,-25.1,0,18.2,0,76,12.4,0,75,33,5,45.2,7,NA,980.9,0
-111.929,60.026,FORT SMITH UA,2202208,NT,,,NA,,,,,,,NA,,,NA,,,63,0,NA,,
-105.133,63.6,HANBURY RIVER,2202351,NT,-24.9,0,NA,-5.7,0,-40.1,0,,,NA,,,NA,,,,,NA,1331.1,0
-115.783,60.84,HAY RIVER A,2202400,NT,-13.2,0,8.5,1.5,0,-27.2,0,14.5,0,76,13.1,0,80,45,4,,,NA,967.9,0
-116,60.65,HAY RIVER PARADISE GDNS,2202405,NT,-13.5,0,NA,2.5,0,-27.5,0,21.4,0,NA,21.4,0,NA,,8,,,NA,976.5,0
-115.021,64.389,INDIN RIVER,2202552,NT,-20.4,0,NA,-6.3,0,-37.5,0,,,NA,,,NA,,,,,NA,1191.7,0
-113.726,61.92,INNER WHALEBACKS,2202560,NT,-16.8,0,NA,-5.2,0,-30.2,0,,,NA,,,NA,,,,,NA,1078.1,0
-133.483,68.304,INUVIK A,2202570,NT,-20.2,0,6.7,1,0,-38.7,0,13.5,0,88,13.5,0,108,,7,,,NA,1184.8,0
-121.673,69.673,KEATS POINT,2202663,NT,-21.8,0,NA,0.9,0,-32.6,0,,,NA,,,NA,,,,,NA,1234.2,0
-117.245,63.134,WHATI,2202678,NT,-19,0,NA,-4.9,0,-32.5,0,,,NA,,,NA,,,,,NA,1147.7,0
-126.8,65.283,NORMAN WELLS A,2202800,NT,-19.5,0,6.6,-5.4,0,-30.7,0,28.3,0,134,21.6,0,138,47,5,12.3,0,NA,1162.7,0
-126.75,65.283,NORMAN WELLS UA,2202816,NT,,,NA,,,,,,,NA,,,NA,,,13.4,0,NA,,
-124.075,69.361,PAULATUK A,2203057,NT,-23.2,0,NA,-0.9,0,-37.2,0,20.2,0,NA,14.8,0,NA,24,4,,,NA,1276.9,0
-124.083,69.358,PAULATUK,2203058,NT,-23.4,0,NA,-0.7,0,-37,0,,,NA,,,NA,,,,,NA,1282.4,0
-135.444,69.633,PELLY ISLAND,2203095,NT,-21.8,0,NA,-3.2,0,-34.3,0,,,NA,,,NA,,,,,NA,1233.4,0
-127.209,61.963,RABBIT KETTLE,2203342,NT,-21.5,0,NA,-9.9,0,-33.6,0,,,NA,,,NA,,,,,NA,1224.8,0
-117.328,64.112,GAMETI,2203359,NT,-19.7,0,NA,-3.6,0,-34.7,0,,,NA,,,NA,,,,,NA,1167.7,0
-117.309,64.117,GAMETI AIRPORT,2203361,NT,-18.8,0,NA,-3,0,-34,0,11.6,0,NA,10.5,0,NA,30,3,,,NA,1140.5,0
-130.467,65.95,RAMPART RIVER,2203390,NT,-18.8,0,NA,4.2,0,-34.6,0,,,NA,,,NA,,,,,NA,1139.8,0
-133.026,69.433,TUKTOYAKTUK A,2203912,NT,-22.9,0,3.7,-2.9,0,-37,0,5.6,0,42,2.2,0,21,23,1,,,NA,1268,0
-133.017,69.433,TUKTOYAKTUK,2203914,NT,-22.8,0,NA,-3,0,-37,0,,,NA,,,NA,,,,,NA,1263.7,0
-122.359,69.199,TUKTUT NOGAIT,2203918,NT,-22.3,0,NA,-2.1,0,-35.9,0,,,NA,,,NA,,,,,NA,1249.8,0
-125.8,61.633,VIRGINIA FALLS,2203943,NT,-21.2,21,NA,-12.2,21,-29.3,21,,,NA,,,NA,,,,,NA,392.1,0
-123.437,63.209,WRIGLEY A,2204000,NT,-20.3,12,NA,-10.5,8,-31,12,30,0,NA,12,0,NA,,4,,,NA,727,0
-114.44,62.463,YELLOWKNIFE A,2204100,NT,-18.5,0,7.1,-6.8,0,-31.3,0,23.8,0,121,23.8,0,167,,6,35.1,0.041666667,NA,1130.1,0
-114.45,62.467,YELLOWKNIFE CS,2204155,NT,-18.2,0,NA,-6.4,0,-30.8,0,,,NA,,,NA,,,,,NA,1122.4,0
-130.911,69.604,LIVERPOOL BAY,220B68C,NT,-23.7,0,NA,-5.4,0,-35.4,0,,,NA,,,NA,,,,,NA,1292.1,0
-130.228,67.179,LITTLE CHICAGO,220B6Q3,NT,-20.9,0,NA,-0.3,0,-37,0,,,NA,,,NA,,,,,NA,1205.1,0
-121.239,60.441,SAMBAA K'E,220CQHR,NT,-12.4,0,NA,3.6,0,-30.2,0,,,NA,,,NA,,,,,NA,942,0
-110.682,62.419,LUTSELK'E A,220L001,NT,-18.6,0,NA,-3,0,-35.5,0,21.7,0,NA,19.6,0,NA,57,4,,,NA,1135.1,0
-110.69,62.416,LUTSELK'E CS,220L002,NT,-18.5,0,NA,-3,0,-34.6,0,,,NA,33.6,0,NA,54,10,,,NA,1130.5,0
-108.433,61.917,GRAY LAKE,220LBQK,NT,,,NA,,,-26.4,30,,,NA,,,NA,,,,,NA,,
-133.942,68.911,STORM HILLS,220LQJJ,NT,-21.3,0,NA,-0.4,0,-34.2,0,,,NA,,,NA,,,,,NA,1217.7,0
-110.615,64.699,EKATI A,220N001,NT,-24.7,0,NA,-6,0,-42,0,18.7,0,NA,12,0,NA,36,4,,,NA,1323.1,0
-122.851,61.125,LINDBURG LANDING,220N003,NT,-15.5,0,NA,6.3,0,-30.6,0,,,NA,15.1,0,NA,,5,,,NA,1039.1,0
-113.863,63.603,LOWER CARP LAKE,220N004,NT,-20.6,0,NA,-7.4,0,-37,0,,,NA,,,NA,,,,,NA,1195.4,0
-133.502,68.746,TRAIL VALLEY,220N005,NT,-21,0,NA,0.1,0,-34.8,0,,,NA,,,NA,,,,,NA,1208.6,0
-96.078,64.299,BAKER LAKE A,2300500,NU,-30.3,0,1,-8,0,-40.3,0,13.6,0,185,11,0,179,31,4,18,0,60,1497.8,0
-90.731,63.347,CHESTERFIELD INLET A,2300707,NU,-29.9,0,1,-9.5,0,-42.5,0,8,0,71,4,0,39,14,2,,,NA,1484,0
-115.144,67.817,KUGLUKTUK A,2300902,NU,-25.1,0,2.2,-7.2,0,-42.7,0,36.9,0,189,16.4,0,157,22,2,16.4,0,92,1336,0
-94.067,61.1,ARVIAT A,2300MKF,NU,-27,0,2.3,-7,0,-37,0,5,0,49,5,0,49,17,1,,,NA,1395.2,0
-83.359,64.193,CORAL HARBOUR A,2301000,NU,-30.9,1,-1.3,-14.5,0,-42.4,1,5.2,1,NA,5.2,1,NA,21,2,37.7,0,99,1467.8,0
-100.884,61.132,ENNADAI LAKE (AUT),2301102,NU,-23,0,NA,-6.7,0,-38.8,0,,,NA,,,NA,,,,,NA,1271.7,0
-91.833,66.033,BROWN RIVER,2301331,NU,-33.1,0,NA,-13.7,0,-44.6,0,28,0,NA,28,0,NA,,15,,,NA,1585.6,0
-95.85,68.636,GJOA HAVEN A,2302335,NU,-33.8,0,-0.1,-13.8,0,-44.5,0,27.2,0,280,21.7,0,262,13,6,,,NA,1607.1,0
-100.087,68.318,HAT ISLAND,2302370,NU,-31.7,0,NA,-13.2,0,-41,0,,,NA,,,NA,,,,,NA,1539.4,0
-111.25,65.759,LUPIN A,23026HN,NU,-25.4,0,4.5,-7,0,-40.5,0,6.4,0,68,6.4,0,68,,3,,,NA,1345.5,0
-89.797,68.541,KUGAARUK A,2303092,NU,-32.6,0,0.9,-15.2,0,-42.5,0,19.9,0,221,19.9,0,222,72,11,,,NA,1568.5,0
-89.726,68.437,CAM FOUR,2303093,NU,-33.5,0,NA,-15.9,0,-43.1,0,,,NA,,,NA,,,,,NA,1598,0
-92.117,62.817,RANKIN INLET A,2303401,NU,-29.6,0,1.2,-10.1,0,-40.1,0,10,0,113,10,0,115,10,5,,,NA,1476.4,0
-102.429,65.1,ROBERTSON LAKE (AUT),2303610,NU,-28.7,0,NA,-7.2,0,-39.2,0,,,NA,7,0,NA,,2,,,NA,1448.9,0
-93.433,68.817,SHEPHERD BAY A,2303685,NU,-35.4,0,NA,-14.2,0,-48.6,0,,,NA,,,NA,,,,,NA,1655.9,0
-92.598,62.24,WHALE COVE A,2303986,NU,-28.7,0,1.9,-9.8,0,-39,0,17.4,0,108,17.4,0,115,30,4,,,NA,1448.1,0
-98.288,62.706,YATHKYED LAKE (AUT),2304058,NU,-26.8,0,NA,-7.1,0,-39.5,0,13,0,NA,13,0,NA,,8,,,NA,1388.3,0
-119.219,69.276,CROKER RIVER,230J01Q,NU,-23.3,0,NA,-3.3,0,-35.5,0,,,NA,,,NA,,,,,NA,1279.4,0
-101.762,63.227,DUBAWNT LAKE (AUT),230J048,NU,-25.4,0,NA,-7.7,0,-38.6,0,,,NA,24,0,NA,,15,,,NA,1345.1,0
-111.246,65.755,LUPIN CS,230N002,NU,-25.1,0,NA,-6.3,0,-39.6,0,,,NA,,,NA,,,,,NA,1334.7,0
-62.281,82.518,ALERT,2400300,NU,-31.5,0,0.7,-11.8,0,-45.9,0,,,NA,14,0,195,,6,,,NA,1533.2,0
-62.333,82.5,ALERT UA,2400306,NU,-30.2,0,NA,-10.5,0,-43.5,0,21,0,NA,13.4,0,NA,25,7,,,NA,1494.2,0
-85.012,72.993,ARCTIC BAY CS,2400404,NU,-32.6,17,NA,-13.3,17,-40.1,11,,,NA,,,NA,,,,,NA,707.8,0
-64.146,63.34,BREVOORT ISLAND,2400565,NU,-25.3,0,NA,-14.3,0,-31.8,0,,,NA,,,NA,,,,,NA,1343.6,0
-64.031,67.546,QIKIQTARJUAQ A,2400572,NU,-31.6,0,NA,-18,0,-41,0,0,0,NA,0,0,NA,27,0,,,NA,1536.7,0
-105.138,69.108,CAMBRIDGE BAY A,2400600,NU,-32.2,0,-0.2,-14.9,0,-43.2,0,11.2,0,168,9.2,0,158,37,4,3.6,8,NA,1555.4,0
-76.527,64.23,CAPE DORSET A,2400635,NU,-25.6,0,-0.6,-10.4,0,-33.4,0,32,0,132,32,0,148,67,8,,,NA,1351.8,0
-61.383,66.65,CAPE DYER,2400650,NU,-26.2,0,NA,-16.9,0,-33.1,0,,,NA,,,NA,,,,,NA,1369.2,0
-66.815,68.473,CAPE HOOPER,2400660,NU,-27.1,7,NA,-14.9,6,-33.8,6,,,NA,,,NA,,,,,NA,1083.5,0
-107.823,69.036,CAPE PEEL WEST,2400697,NU,-30.4,0,NA,-15.2,0,-40.4,0,,,NA,,,NA,,,,,NA,1500.7,0
-68.517,70.486,CLYDE A,2400800,NU,-32.6,0,-3.5,-15.5,0,-42.5,0,4.5,0,42,4.5,0,NA,31,2,,,NA,1568.3,0
-63.578,64.958,CAPE MERCY,2400F63,NU,-25.8,6,NA,-16.5,5,-31.1,6,,,NA,,,NA,,,,,NA,1095.6,0
-71.167,68.65,DEWAR LAKES,2401030,NU,-30.3,0,NA,-19.9,0,-41.8,0,,,NA,,,NA,,,,,NA,1497,0
-85.933,79.983,EUREKA,2401200,NU,-35.8,0,0.7,-18.3,0,-47.9,0,5.8,0,185,3.4,0,129,12,2,0,0,NA,1668,0
-82.9,76.417,GRISE FIORD,2402346,NU,-31.2,0,NA,-15,0,-40.5,0,12.3,0,NA,12.7,0,NA,17,4,,,NA,1524.3,0
-81.244,68.776,HALL BEACH A,2402350,NU,-31.5,0,0.3,-16.9,0,-40.7,0,13,0,178,8.4,0,137,51,3,,,NA,1535.4,0
-81.8,69.383,IGLOOLIK,2402540,NU,-31,0,-0.3,-16.5,0,-39,0,7.4,0,59,7.4,0,58,,2,,,NA,1519.7,0
-81.817,69.367,IGLOOLIK A,2402543,NU,-31.6,0,0,-17.5,0,-39.5,0,8.2,0,132,8.2,0,133,30,5,,,NA,1536.5,0
-68.55,63.75,IQALUIT A,2402590,NU,-28.9,0,-2,-11.8,0,-39.1,0,,,NA,9,0,46,,3,26,0,80,1453,0
-68.55,63.75,IQALUIT UA,2402594,NU,-28.9,0,NA,-11.9,0,-38.7,0,6.6,0,NA,6.6,0,NA,31,2,,,NA,1455.3,0
-103.554,78.792,ISACHSEN (AUT),2402604,NU,-33.2,0,NA,-22.6,0,-42.9,0,,,NA,,,NA,,,,,NA,1585.9,0
-75.141,68.899,LONGSTAFF BLUFF,2402684,NU,-31.7,7,NA,-17.3,7,-40.7,6,,,NA,,,NA,,,,,NA,1192.8,0
-84.617,72.983,NANISIVIK A,2402730,NU,-30.6,0,-1,-19,0,-39.4,0,6.2,0,114,7.2,0,133,,3,,,NA,1506.1,0
